matchweek,position,team,league,season
20,13,Nice,Ligue 1,2025/2026
20,14,Paris FC,Ligue 1,2025/2026
20,15,Le Havre AC,Ligue 1,2025/2026
20,16,FC Nantes,Ligue 1,2025/2026
20,17,AJ Auxerre,Ligue 1,2025/2026
20,18,FC Metz,Ligue 1,2025/2026
21,1,PSG,Ligue 1,2025/2026
21,2,Lens,Ligue 1,2025/2026
21,3,Lyon,Ligue 1,2025/2026
21,4,Marseille,Ligue 1,2025/2026
21,5,Lille,Ligue 1,2025/2026
21,6,Stade Rennais,Ligue 1,2025/2026
21,7,Toulouse,Ligue 1,2025/2026
21,8,R. Strasbourg,Ligue 1,2025/2026
21,9,Angers SCO,Ligue 1,2025/2026
21,10,Monaco,Ligue 1,2025/2026
21,11,FC Lorient,Ligue 1,2025/2026
21,12,Stade Brestois,Ligue 1,2025/2026
21,13,Le Havre AC,Ligue 1,2025/2026
21,14,Nice,Ligue 1,2025/2026
21,15,Paris FC,Ligue 1,2025/2026
21,16,AJ Auxerre,Ligue 1,2025/2026
21,17,FC Nantes,Ligue 1,2025/2026
21,18,FC Metz,Ligue 1,2025/2026
22,1,Lens,Ligue 1,2025/2026
22,2,PSG,Ligue 1,2025/2026
22,3,Lyon,Ligue 1,2025/2026
22,4,Marseille,Ligue 1,2025/2026
22,5,Lille,Ligue 1,2025/2026
22,6,Stade Rennais,Ligue 1,2025/2026
22,7,R. Strasbourg,Ligue 1,2025/2026
22,8,Monaco,Ligue 1,2025/2026
22,9,FC Lorient,Ligue 1,2025/2026
22,10,Toulouse,Ligue 1,2025/2026
22,11,Angers SCO,Ligue 1,2025/2026
22,12,Stade Brestois,Ligue 1,2025/2026
22,13,Le Havre AC,Ligue 1,2025/2026
22,14,Nice,Ligue 1,2025/2026
22,15,Paris FC,Ligue 1,2025/2026
22,16,AJ Auxerre,Ligue 1,2025/2026
22,17,FC Nantes,Ligue 1,2025/2026
22,18,FC Metz,Ligue 1,2025/2026
23,1,PSG,Ligue 1,2025/2026
23,2,Lens,Ligue 1,2025/2026
23,3,Lyon,Ligue 1,2025/2026
23,4,Marseille,Ligue 1,2025/2026
23,5,Lille,Ligue 1,2025/2026
23,6,Stade Rennais,Ligue 1,2025/2026
23,7,R. Strasbourg,Ligue 1,2025/2026
23,8,Monaco,Ligue 1,2025/2026
23,9,FC Lorient,Ligue 1,2025/2026
23,10,Toulouse,Ligue 1,2025/2026
23,11,Stade Brestois,Ligue 1,2025/2026
23,12,Angers SCO,Ligue 1,2025/2026
23,13,Le Havre AC,Ligue 1,2025/2026
23,14,Nice,Ligue 1,2025/2026
23,15,Paris FC,Ligue 1,2025/2026
23,16,AJ Auxerre,Ligue 1,2025/2026
23,17,FC Nantes,Ligue 1,2025/2026
23,18,FC Metz,Ligue 1,2025/2026
24,1,PSG,Ligue 1,2025/2026
24,2,Lens,Ligue 1,2025/2026
24,3,Lyon,Ligue 1,2025/2026
24,4,Marseille,Ligue 1,2025/2026
24,5,Lille,Ligue 1,2025/2026
24,6,Stade Rennais,Ligue 1,2025/2026
24,7,Monaco,Ligue 1,2025/2026
24,8,R. Strasbourg,Ligue 1,2025/2026
24,9,Stade Brestois,Ligue 1,2025/2026
24,10,FC Lorient,Ligue 1,2025/2026
24,11,Toulouse,Ligue 1,2025/2026
24,12,Angers SCO,Ligue 1,2025/2026
24,13,Le Havre AC,Ligue 1,2025/2026
24,14,Paris FC,Ligue 1,2025/2026
24,15,Nice,Ligue 1,2025/2026
24,16,AJ Auxerre,Ligue 1,2025/2026
24,17,FC Nantes,Ligue 1,2025/2026
24,18,FC Metz,Ligue 1,2025/2026
25,1,PSG,Ligue 1,2025/2026
25,2,Lens,Ligue 1,2025/2026
25,3,Marseille,Ligue 1,2025/2026
25,4,Lyon,Ligue 1,2025/2026
25,5,Stade Rennais,Ligue 1,2025/2026
25,6,Lille,Ligue 1,2025/2026
25,7,Monaco,Ligue 1,2025/2026
25,8,R. Strasbourg,Ligue 1,2025/2026
25,9,Stade Brestois,Ligue 1,2025/2026
25,10,FC Lorient,Ligue 1,2025/2026
25,11,Angers SCO,Ligue 1,2025/2026
25,12,Toulouse,Ligue 1,2025/2026
25,13,Paris FC,Ligue 1,2025/2026
25,14,Le Havre AC,Ligue 1,2025/2026
25,15,Nice,Ligue 1,2025/2026
25,16,AJ Auxerre,Ligue 1,2025/2026
25,17,FC Nantes,Ligue 1,2025/2026
25,18,FC Metz,Ligue 1,2025/2026
26,1,PSG,Ligue 1,2025/2026
26,2,Lens,Ligue 1,2025/2026
26,3,Marseille,Ligue 1,2025/2026
26,4,Lyon,Ligue 1,2025/2026
26,5,Lille,Ligue 1,2025/2026
26,6,Monaco,Ligue 1,2025/2026
26,7,Stade Rennais,Ligue 1,2025/2026
26,8,R. Strasbourg,Ligue 1,2025/2026
26,9,FC Lorient,Ligue 1,2025/2026
26,10,Stade Brestois,Ligue 1,2025/2026
26,11,Toulouse,Ligue 1,2025/2026
26,12,Angers SCO,Ligue 1,2025/2026
26,13,Paris FC,Ligue 1,2025/2026
26,14,Le Havre AC,Ligue 1,2025/2026
26,15,Nice,Ligue 1,2025/2026
26,16,AJ Auxerre,Ligue 1,2025/2026
26,17,FC Nantes,Ligue 1,2025/2026
26,18,FC Metz,Ligue 1,2025/2026
27,1,PSG,Ligue 1,2025/2026
27,2,Lens,Ligue 1,2025/2026
27,3,Marseille,Ligue 1,2025/2026
27,4,Lyon,Ligue 1,2025/2026
27,5,Lille,Ligue 1,2025/2026
27,6,Monaco,Ligue 1,2025/2026
27,7,Stade Rennais,Ligue 1,2025/2026
27,8,R. Strasbourg,Ligue 1,2025/2026
27,9,Toulouse,Ligue 1,2025/2026
27,10,FC Lorient,Ligue 1,2025/2026
27,11,Stade Brestois,Ligue 1,2025/2026
27,12,Angers SCO,Ligue 1,2025/2026
27,13,Paris FC,Ligue 1,2025/2026
27,14,Le Havre AC,Ligue 1,2025/2026
27,15,Nice,Ligue 1,2025/2026
27,16,AJ Auxerre,Ligue 1,2025/2026
27,17,FC Nantes,Ligue 1,2025/2026
27,18,FC Metz,Ligue 1,2025/2026
28,1,PSG,Ligue 1,2025/2026
28,2,Lens,Ligue 1,2025/2026
28,3,Lille,Ligue 1,2025/2026
28,4,Marseille,Ligue 1,2025/2026
28,5,Monaco,Ligue 1,2025/2026
28,6,Lyon,Ligue 1,2025/2026
28,7,Stade Rennais,Ligue 1,2025/2026
28,8,R. Strasbourg,Ligue 1,2025/2026
28,9,FC Lorient,Ligue 1,2025/2026
28,10,Toulouse,Ligue 1,2025/2026
28,11,Stade Brestois,Ligue 1,2025/2026
28,12,Angers SCO,Ligue 1,2025/2026
28,13,Paris FC,Ligue 1,2025/2026
28,14,Le Havre AC,Ligue 1,2025/2026
28,15,Nice,Ligue 1,2025/2026
28,16,AJ Auxerre,Ligue 1,2025/2026
28,17,FC Nantes,Ligue 1,2025/2026
28,18,FC Metz,Ligue 1,2025/2026
29,1,PSG,Ligue 1,2025/2026
29,2,Lens,Ligue 1,2025/2026
29,3,Lille,Ligue 1,2025/2026
29,4,Marseille,Ligue 1,2025/2026
29,5,Lyon,Ligue 1,2025/2026
29,6,Stade Rennais,Ligue 1,2025/2026
29,7,Monaco,Ligue 1,2025/2026
29,8,R. Strasbourg,Ligue 1,2025/2026
29,9,FC Lorient,Ligue 1,2025/2026
29,10,Toulouse,Ligue 1,2025/2026
29,11,Stade Brestois,Ligue 1,2025/2026
29,12,Paris FC,Ligue 1,2025/2026
29,13,Angers SCO,Ligue 1,2025/2026
29,14,Le Havre AC,Ligue 1,2025/2026
29,15,Nice,Ligue 1,2025/2026
29,16,AJ Auxerre,Ligue 1,2025/2026
29,17,FC Nantes,Ligue 1,2025/2026
29,18,FC Metz,Ligue 1,2025/2026
30,1,PSG,Ligue 1,2025/2026
30,2,Lens,Ligue 1,2025/2026
30,3,Lyon,Ligue 1,2025/2026
30,4,Lille,Ligue 1,2025/2026
30,5,Stade Rennais,Ligue 1,2025/2026
30,6,Marseille,Ligue 1,2025/2026
30,7,Monaco,Ligue 1,2025/2026
30,8,R. Strasbourg,Ligue 1,2025/2026
30,9,FC Lorient,Ligue 1,2025/2026
30,10,Paris FC,Ligue 1,2025/2026
30,11,Toulouse,Ligue 1,2025/2026
30,12,Stade Brestois,Ligue 1,2025/2026
30,13,Angers SCO,Ligue 1,2025/2026
30,14,Le Havre AC,Ligue 1,2025/2026
30,15,Nice,Ligue 1,2025/2026
30,16,AJ Auxerre,Ligue 1,2025/2026
30,17,FC Nantes,Ligue 1,2025/2026
30,18,FC Metz,Ligue 1,2025/2026
31,1,PSG,Ligue 1,2025/2026
31,2,Lens,Ligue 1,2025/2026
31,3,Lyon,Ligue 1,2025/2026
31,4,Lille,Ligue 1,2025/2026
31,5,Stade Rennais,Ligue 1,2025/2026
31,6,Marseille,Ligue 1,2025/2026
31,7,Monaco,Ligue 1,2025/2026
31,8,R. Strasbourg,Ligue 1,2025/2026
31,9,FC Lorient,Ligue 1,2025/2026
31,10,Toulouse,Ligue 1,2025/2026
31,11,Paris FC,Ligue 1,2025/2026
31,12,Stade Brestois,Ligue 1,2025/2026
31,13,Angers SCO,Ligue 1,2025/2026
31,14,Le Havre AC,Ligue 1,2025/2026
31,15,Nice,Ligue 1,2025/2026
31,16,AJ Auxerre,Ligue 1,2025/2026
31,17,FC Nantes,Ligue 1,2025/2026
31,18,FC Metz,Ligue 1,2025/2026
32,1,PSG,Ligue 1,2025/2026
32,2,Lens,Ligue 1,2025/2026
32,3,Lyon,Ligue 1,2025/2026
32,4,Lille,Ligue 1,2025/2026
32,5,Stade Rennais,Ligue 1,2025/2026
32,6,Monaco,Ligue 1,2025/2026
32,7,Marseille,Ligue 1,2025/2026
32,8,R. Strasbourg,Ligue 1,2025/2026
32,9,FC Lorient,Ligue 1,2025/2026
32,10,Toulouse,Ligue 1,2025/2026
32,11,Paris FC,Ligue 1,2025/2026
32,12,Stade Brestois,Ligue 1,2025/2026
32,13,Angers SCO,Ligue 1,2025/2026
32,14,Le Havre AC,Ligue 1,2025/2026
32,15,Nice,Ligue 1,2025/2026
32,16,AJ Auxerre,Ligue 1,2025/2026
32,17,FC Nantes,Ligue 1,2025/2026
32,18,FC Metz,Ligue 1,2025/2026
33,1,PSG,Ligue 1,2025/2026
33,2,Lens,Ligue 1,2025/2026
33,3,Lille,Ligue 1,2025/2026
33,4,Lyon,Ligue 1,2025/2026
33,5,Stade Rennais,Ligue 1,2025/2026
33,6,Marseille,Ligue 1,2025/2026
33,7,Monaco,Ligue 1,2025/2026
33,8,R. Strasbourg,Ligue 1,2025/2026
33,9,FC Lorient,Ligue 1,2025/2026
33,10,Toulouse,Ligue 1,2025/2026
33,11,Paris FC,Ligue 1,2025/2026
33,12,Stade Brestois,Ligue 1,2025/2026
33,13,Angers SCO,Ligue 1,2025/2026
33,14,Le Havre AC,Ligue 1,2025/2026
33,15,AJ Auxerre,Ligue 1,2025/2026
33,16,Nice,Ligue 1,2025/2026
33,17,FC Nantes,Ligue 1,2025/2026
33,18,FC Metz,Ligue 1,2025/2026
34,1,PSG,Ligue 1,2025/2026
34,2,Lens,Ligue 1,2025/2026
34,3,Lille,Ligue 1,2025/2026
34,4,Lyon,Ligue 1,2025/2026
34,5,Marseille,Ligue 1,2025/2026
34,6,Stade Rennais,Ligue 1,2025/2026
34,7,Monaco,Ligue 1,2025/2026
34,8,R. Strasbourg,Ligue 1,2025/2026
34,9,Toulouse,Ligue 1,2025/2026
34,10,FC Lorient,Ligue 1,2025/2026
34,11,Paris FC,Ligue 1,2025/2026
34,12,Stade Brestois,Ligue 1,2025/2026
34,13,Angers SCO,Ligue 1,2025/2026
34,14,Le Havre AC,Ligue 1,2025/2026
34,15,AJ Auxerre,Ligue 1,2025/2026
34,16,Nice,Ligue 1,2025/2026
34,17,FC Nantes,Ligue 1,2025/2026
34,18,FC Metz,Ligue 1,2025/2026
1,1,Inter,Serie A,2025/2026
1,2,Napoli,Serie A,2025/2026
1,3,Juventus,Serie A,2025/2026
1,4,Como,Serie A,2025/2026
1,5,Cremonese,Serie A,2025/2026
1,6,Roma,Serie A,2025/2026
1,7,Atalanta,Serie A,2025/2026
1,8,Fiorentina,Serie A,2025/2026
1,9,Udinese,Serie A,2025/2026
1,10,Hellas Verona,Serie A,2025/2026
1,11,Cagliari,Serie A,2025/2026
1,12,Pisa,Serie A,2025/2026
1,13,Genoa,Serie A,2025/2026
1,14,Lecce,Serie A,2025/2026
1,15,AC Milan,Serie A,2025/2026
1,16,Bologna,Serie A,2025/2026
1,17,Lazio,Serie A,2025/2026
1,18,Parma,Serie A,2025/2026
1,19,Sassuolo,Serie A,2025/2026
1,20,Torino,Serie A,2025/2026
2,1,Napoli,Serie A,2025/2026
2,2,Juventus,Serie A,2025/2026
2,3,Cremonese,Serie A,2025/2026
2,4,Roma,Serie A,2025/2026
2,5,Udinese,Serie A,2025/2026
2,6,Como,Serie A,2025/2026
2,7,Bologna,Serie A,2025/2026
2,8,Inter,Serie A,2025/2026
2,9,Lazio,Serie A,2025/2026
2,10,AC Milan,Serie A,2025/2026
2,11,Atalanta,Serie A,2025/2026
2,12,Fiorentina,Serie A,2025/2026
2,13,Genoa,Serie A,2025/2026
2,14,Lecce,Serie A,2025/2026
2,15,Cagliari,Serie A,2025/2026
2,16,Pisa,Serie A,2025/2026
2,17,Parma,Serie A,2025/2026
2,18,Hellas Verona,Serie A,2025/2026
2,19,Torino,Serie A,2025/2026
2,20,Sassuolo,Serie A,2025/2026
3,1,Napoli,Serie A,2025/2026
3,2,Juventus,Serie A,2025/2026
3,3,Cremonese,Serie A,2025/2026
3,4,Udinese,Serie A,2025/2026
3,5,AC Milan,Serie A,2025/2026
3,6,Roma,Serie A,2025/2026
3,7,Atalanta,Serie A,2025/2026
3,8,Como,Serie A,2025/2026
3,9,Cagliari,Serie A,2025/2026
3,10,Torino,Serie A,2025/2026
3,11,Sassuolo,Serie A,2025/2026
3,12,Inter,Serie A,2025/2026
3,13,Lazio,Serie A,2025/2026
3,14,Bologna,Serie A,2025/2026
3,15,Genoa,Serie A,2025/2026
3,16,Fiorentina,Serie A,2025/2026
3,17,Hellas Verona,Serie A,2025/2026
3,18,Pisa,Serie A,2025/2026
3,19,Parma,Serie A,2025/2026
3,20,Lecce,Serie A,2025/2026
4,1,Napoli,Serie A,2025/2026
4,2,Juventus,Serie A,2025/2026
4,3,AC Milan,Serie A,2025/2026
4,4,Roma,Serie A,2025/2026
4,5,Atalanta,Serie A,2025/2026
4,6,Cremonese,Serie A,2025/2026
4,7,Como,Serie A,2025/2026
4,8,Cagliari,Serie A,2025/2026
4,9,Udinese,Serie A,2025/2026
4,10,Inter,Serie A,2025/2026
4,11,Bologna,Serie A,2025/2026
4,12,Torino,Serie A,2025/2026
4,13,Lazio,Serie A,2025/2026
4,14,Sassuolo,Serie A,2025/2026
4,15,Hellas Verona,Serie A,2025/2026
4,16,Genoa,Serie A,2025/2026
4,17,Fiorentina,Serie A,2025/2026
4,18,Parma,Serie A,2025/2026
4,19,Pisa,Serie A,2025/2026
4,20,Lecce,Serie A,2025/2026
5,1,AC Milan,Serie A,2025/2026
5,2,Napoli,Serie A,2025/2026
5,3,Roma,Serie A,2025/2026
5,4,Juventus,Serie A,2025/2026
5,5,Inter,Serie A,2025/2026
5,6,Atalanta,Serie A,2025/2026
5,7,Cremonese,Serie A,2025/2026
5,8,Como,Serie A,2025/2026
5,9,Bologna,Serie A,2025/2026
5,10,Cagliari,Serie A,2025/2026
5,11,Udinese,Serie A,2025/2026
5,12,Sassuolo,Serie A,2025/2026
5,13,Lazio,Serie A,2025/2026
5,14,Parma,Serie A,2025/2026
5,15,Torino,Serie A,2025/2026
5,16,Fiorentina,Serie A,2025/2026
5,17,Hellas Verona,Serie A,2025/2026
5,18,Genoa,Serie A,2025/2026
5,19,Lecce,Serie A,2025/2026
5,20,Pisa,Serie A,2025/2026
6,1,Napoli,Serie A,2025/2026
6,2,Roma,Serie A,2025/2026
6,3,AC Milan,Serie A,2025/2026
6,4,Juventus,Serie A,2025/2026
6,5,Inter,Serie A,2025/2026
6,6,Atalanta,Serie A,2025/2026
6,7,Bologna,Serie A,2025/2026
6,8,Cremonese,Serie A,2025/2026
6,9,Como,Serie A,2025/2026
6,10,Sassuolo,Serie A,2025/2026
6,11,Cagliari,Serie A,2025/2026
6,12,Udinese,Serie A,2025/2026
6,13,Lazio,Serie A,2025/2026
6,14,Parma,Serie A,2025/2026
6,15,Lecce,Serie A,2025/2026
6,16,Torino,Serie A,2025/2026
6,17,Fiorentina,Serie A,2025/2026
6,18,Hellas Verona,Serie A,2025/2026
6,19,Genoa,Serie A,2025/2026
6,20,Pisa,Serie A,2025/2026
7,1,AC Milan,Serie A,2025/2026
7,2,Inter,Serie A,2025/2026
7,3,Napoli,Serie A,2025/2026
7,4,Roma,Serie A,2025/2026
7,5,Bologna,Serie A,2025/2026
7,6,Como,Serie A,2025/2026
7,7,Juventus,Serie A,2025/2026
7,8,Atalanta,Serie A,2025/2026
7,9,Cremonese,Serie A,2025/2026
7,10,Sassuolo,Serie A,2025/2026
7,11,Udinese,Serie A,2025/2026
7,12,Lazio,Serie A,2025/2026
7,13,Torino,Serie A,2025/2026
7,14,Cagliari,Serie A,2025/2026
7,15,Lecce,Serie A,2025/2026
7,16,Parma,Serie A,2025/2026
7,17,Hellas Verona,Serie A,2025/2026
7,18,Fiorentina,Serie A,2025/2026
7,19,Pisa,Serie A,2025/2026
7,20,Genoa,Serie A,2025/2026
8,1,Napoli,Serie A,2025/2026
8,2,Roma,Serie A,2025/2026
8,3,AC Milan,Serie A,2025/2026
8,4,Inter,Serie A,2025/2026
8,5,Bologna,Serie A,2025/2026
8,6,Como,Serie A,2025/2026
8,7,Atalanta,Serie A,2025/2026
8,8,Juventus,Serie A,2025/2026
8,9,Udinese,Serie A,2025/2026
8,10,Lazio,Serie A,2025/2026
8,11,Torino,Serie A,2025/2026
8,12,Cremonese,Serie A,2025/2026
8,13,Sassuolo,Serie A,2025/2026
8,14,Cagliari,Serie A,2025/2026
8,15,Parma,Serie A,2025/2026
8,16,Lecce,Serie A,2025/2026
8,17,Hellas Verona,Serie A,2025/2026
8,18,Fiorentina,Serie A,2025/2026
8,19,Pisa,Serie A,2025/2026
8,20,Genoa,Serie A,2025/2026
9,1,Napoli,Serie A,2025/2026
9,2,Roma,Serie A,2025/2026
9,3,Inter,Serie A,2025/2026
9,4,AC Milan,Serie A,2025/2026
9,5,Como,Serie A,2025/2026
9,6,Bologna,Serie A,2025/2026
9,7,Juventus,Serie A,2025/2026
9,8,Cremonese,Serie A,2025/2026
9,9,Atalanta,Serie A,2025/2026
9,10,Sassuolo,Serie A,2025/2026
9,11,Lazio,Serie A,2025/2026
9,12,Torino,Serie A,2025/2026
9,13,Udinese,Serie A,2025/2026
9,14,Cagliari,Serie A,2025/2026
9,15,Parma,Serie A,2025/2026
9,16,Lecce,Serie A,2025/2026
9,17,Pisa,Serie A,2025/2026
9,18,Hellas Verona,Serie A,2025/2026
9,19,Fiorentina,Serie A,2025/2026
9,20,Genoa,Serie A,2025/2026
10,1,Napoli,Serie A,2025/2026
10,2,Inter,Serie A,2025/2026
10,3,AC Milan,Serie A,2025/2026
10,4,Roma,Serie A,2025/2026
10,5,Bologna,Serie A,2025/2026
10,6,Juventus,Serie A,2025/2026
10,7,Como,Serie A,2025/2026
10,8,Lazio,Serie A,2025/2026
10,9,Udinese,Serie A,2025/2026
10,10,Cremonese,Serie A,2025/2026
10,11,Atalanta,Serie A,2025/2026
10,12,Sassuolo,Serie A,2025/2026
10,13,Torino,Serie A,2025/2026
10,14,Cagliari,Serie A,2025/2026
10,15,Lecce,Serie A,2025/2026
10,16,Parma,Serie A,2025/2026
10,17,Pisa,Serie A,2025/2026
10,18,Genoa,Serie A,2025/2026
10,19,Hellas Verona,Serie A,2025/2026
10,20,Fiorentina,Serie A,2025/2026
11,1,Inter,Serie A,2025/2026
11,2,Roma,Serie A,2025/2026
11,3,AC Milan,Serie A,2025/2026
11,4,Napoli,Serie A,2025/2026
11,5,Bologna,Serie A,2025/2026
11,6,Juventus,Serie A,2025/2026
11,7,Como,Serie A,2025/2026
11,8,Sassuolo,Serie A,2025/2026
11,9,Lazio,Serie A,2025/2026
11,10,Udinese,Serie A,2025/2026
11,11,Cremonese,Serie A,2025/2026
11,12,Torino,Serie A,2025/2026
11,13,Atalanta,Serie A,2025/2026
11,14,Cagliari,Serie A,2025/2026
11,15,Lecce,Serie A,2025/2026
11,16,Pisa,Serie A,2025/2026
11,17,Parma,Serie A,2025/2026
11,18,Genoa,Serie A,2025/2026
11,19,Hellas Verona,Serie A,2025/2026
11,20,Fiorentina,Serie A,2025/2026
12,1,Roma,Serie A,2025/2026
12,2,AC Milan,Serie A,2025/2026
12,3,Napoli,Serie A,2025/2026
12,4,Inter,Serie A,2025/2026
12,5,Bologna,Serie A,2025/2026
12,6,Como,Serie A,2025/2026
12,7,Juventus,Serie A,2025/2026
12,8,Lazio,Serie A,2025/2026
12,9,Sassuolo,Serie A,2025/2026
12,10,Udinese,Serie A,2025/2026
12,11,Cremonese,Serie A,2025/2026
12,12,Torino,Serie A,2025/2026
12,13,Atalanta,Serie A,2025/2026
12,14,Cagliari,Serie A,2025/2026
12,15,Parma,Serie A,2025/2026
12,16,Pisa,Serie A,2025/2026
12,17,Lecce,Serie A,2025/2026
12,18,Genoa,Serie A,2025/2026
12,19,Fiorentina,Serie A,2025/2026
12,20,Hellas Verona,Serie A,2025/2026
13,1,AC Milan,Serie A,2025/2026
13,2,Napoli,Serie A,2025/2026
13,3,Inter,Serie A,2025/2026
13,4,Roma,Serie A,2025/2026
13,5,Bologna,Serie A,2025/2026
13,6,Como,Serie A,2025/2026
13,7,Juventus,Serie A,2025/2026
13,8,Lazio,Serie A,2025/2026
13,9,Udinese,Serie A,2025/2026
13,10,Cremonese,Serie A,2025/2026
13,11,Sassuolo,Serie A,2025/2026
13,12,Atalanta,Serie A,2025/2026
13,13,Torino,Serie A,2025/2026
13,14,Lecce,Serie A,2025/2026
13,15,Cagliari,Serie A,2025/2026
13,16,Genoa,Serie A,2025/2026
13,17,Parma,Serie A,2025/2026
13,18,Pisa,Serie A,2025/2026
13,19,Fiorentina,Serie A,2025/2026
13,20,Hellas Verona,Serie A,2025/2026
14,1,AC Milan,Serie A,2025/2026
14,2,Napoli,Serie A,2025/2026
14,3,Inter,Serie A,2025/2026
14,4,Roma,Serie A,2025/2026
14,5,Bologna,Serie A,2025/2026
14,6,Como,Serie A,2025/2026
14,7,Juventus,Serie A,2025/2026
14,8,Cremonese,Serie A,2025/2026
14,9,Sassuolo,Serie A,2025/2026
14,10,Lazio,Serie A,2025/2026
14,11,Udinese,Serie A,2025/2026
14,12,Atalanta,Serie A,2025/2026
14,13,Cagliari,Serie A,2025/2026
14,14,Parma,Serie A,2025/2026
14,15,Torino,Serie A,2025/2026
14,16,Genoa,Serie A,2025/2026
14,17,Lecce,Serie A,2025/2026
14,18,Pisa,Serie A,2025/2026
14,19,Hellas Verona,Serie A,2025/2026
14,20,Fiorentina,Serie A,2025/2026
15,1,Inter,Serie A,2025/2026
15,2,AC Milan,Serie A,2025/2026
15,3,Napoli,Serie A,2025/2026
15,4,Roma,Serie A,2025/2026
15,5,Juventus,Serie A,2025/2026
15,6,Bologna,Serie A,2025/2026
15,7,Como,Serie A,2025/2026
15,8,Lazio,Serie A,2025/2026
15,9,Sassuolo,Serie A,2025/2026
15,10,Udinese,Serie A,2025/2026
15,11,Cremonese,Serie A,2025/2026
15,12,Atalanta,Serie A,2025/2026
15,13,Torino,Serie A,2025/2026
15,14,Lecce,Serie A,2025/2026
15,15,Cagliari,Serie A,2025/2026
15,16,Genoa,Serie A,2025/2026
15,17,Parma,Serie A,2025/2026
15,18,Hellas Verona,Serie A,2025/2026
15,19,Pisa,Serie A,2025/2026
15,20,Fiorentina,Serie A,2025/2026
16,1,Inter,Serie A,2025/2026
16,2,AC Milan,Serie A,2025/2026
16,3,Napoli,Serie A,2025/2026
16,4,Roma,Serie A,2025/2026
16,5,Juventus,Serie A,2025/2026
16,6,Bologna,Serie A,2025/2026
16,7,Como,Serie A,2025/2026
16,8,Lazio,Serie A,2025/2026
16,9,Atalanta,Serie A,2025/2026
16,10,Cremonese,Serie A,2025/2026
16,11,Sassuolo,Serie A,2025/2026
16,12,Udinese,Serie A,2025/2026
16,13,Torino,Serie A,2025/2026
16,14,Lecce,Serie A,2025/2026
16,15,Cagliari,Serie A,2025/2026
16,16,Parma,Serie A,2025/2026
16,17,Genoa,Serie A,2025/2026
16,18,Hellas Verona,Serie A,2025/2026
16,19,Pisa,Serie A,2025/2026
16,20,Fiorentina,Serie A,2025/2026
17,1,Inter,Serie A,2025/2026
17,2,AC Milan,Serie A,2025/2026
17,3,Napoli,Serie A,2025/2026
17,4,Roma,Serie A,2025/2026
17,5,Juventus,Serie A,2025/2026
17,6,Bologna,Serie A,2025/2026
17,7,Como,Serie A,2025/2026
17,8,Lazio,Serie A,2025/2026
17,9,Sassuolo,Serie A,2025/2026
17,10,Udinese,Serie A,2025/2026
17,11,Atalanta,Serie A,2025/2026
17,12,Cremonese,Serie A,2025/2026
17,13,Torino,Serie A,2025/2026
17,14,Cagliari,Serie A,2025/2026
17,15,Parma,Serie A,2025/2026
17,16,Lecce,Serie A,2025/2026
17,17,Genoa,Serie A,2025/2026
17,18,Hellas Verona,Serie A,2025/2026
17,19,Pisa,Serie A,2025/2026
17,20,Fiorentina,Serie A,2025/2026
18,1,Inter,Serie A,2025/2026
18,2,AC Milan,Serie A,2025/2026
18,3,Napoli,Serie A,2025/2026
18,4,Juventus,Serie A,2025/2026
18,5,Roma,Serie A,2025/2026
18,6,Como,Serie A,2025/2026
18,7,Bologna,Serie A,2025/2026
18,8,Atalanta,Serie A,2025/2026
18,9,Lazio,Serie A,2025/2026
18,10,Torino,Serie A,2025/2026
18,11,Sassuolo,Serie A,2025/2026
18,12,Udinese,Serie A,2025/2026
18,13,Cremonese,Serie A,2025/2026
18,14,Parma,Serie A,2025/2026
18,15,Cagliari,Serie A,2025/2026
18,16,Lecce,Serie A,2025/2026
18,17,Genoa,Serie A,2025/2026
18,18,Hellas Verona,Serie A,2025/2026
18,19,Pisa,Serie A,2025/2026
18,20,Fiorentina,Serie A,2025/2026
19,1,Inter,Serie A,2025/2026
19,2,AC Milan,Serie A,2025/2026
19,3,Napoli,Serie A,2025/2026
19,4,Juventus,Serie A,2025/2026
19,5,Roma,Serie A,2025/2026
19,6,Como,Serie A,2025/2026
19,7,Bologna,Serie A,2025/2026
19,8,Atalanta,Serie A,2025/2026
19,9,Lazio,Serie A,2025/2026
19,10,Udinese,Serie A,2025/2026
19,11,Torino,Serie A,2025/2026
19,12,Sassuolo,Serie A,2025/2026
19,13,Cremonese,Serie A,2025/2026
19,14,Cagliari,Serie A,2025/2026
19,15,Parma,Serie A,2025/2026
19,16,Lecce,Serie A,2025/2026
19,17,Genoa,Serie A,2025/2026
19,18,Hellas Verona,Serie A,2025/2026
19,19,Fiorentina,Serie A,2025/2026
19,20,Pisa,Serie A,2025/2026
20,1,Inter,Serie A,2025/2026
20,2,AC Milan,Serie A,2025/2026
20,3,Napoli,Serie A,2025/2026
20,4,Juventus,Serie A,2025/2026
20,5,Roma,Serie A,2025/2026
20,6,Como,Serie A,2025/2026
20,7,Atalanta,Serie A,2025/2026
20,8,Bologna,Serie A,2025/2026
20,9,Lazio,Serie A,2025/2026
20,10,Udinese,Serie A,2025/2026
20,11,Torino,Serie A,2025/2026
20,12,Sassuolo,Serie A,2025/2026
20,13,Cremonese,Serie A,2025/2026
20,14,Parma,Serie A,2025/2026
